Actual Price,Predicted Price
790.3,786.0609730274125
399.7,398.2250060223614
336.8,339.4877108262326
1300.15,1273.0410990157252
156.45,158.4809439973459
273.9,271.2605465082803
332.45,321.3071194560023
146.05,137.05381845386012
392.95,414.20794349069575
427.75,433.2875750935199
1086.9,1087.0896109075725
133.4,127.36416261368237
181.6,188.7486318280041
472.0,452.61694009428675
238.45,250.88230123615395
423.8,423.24829249622235
267.95,267.9141189758477
391.5,389.1347103372462
938.6,920.117861043067
339.65,334.8426696244979
353.15,352.7735275967856
472.95,466.40222366072516
911.4,926.7607694283436
70.7,71.27404143574654
526.8,534.4296012603234
751.75,749.1004301318893
358.55,356.91910200263476
440.35,428.0431737367227
847.5,899.0903089362896
71.3,71.77350823163198
961.8,977.7563292882477
141.5,153.2365426405487
92.25,92.10180682416973
258.3,256.8259561071908
140.1,139.95072586999572
804.8,800.2957767101477
503.25,509.00674134975395
328.55,329.14874815140377
265.4,264.6176381230038
195.85,196.59026052340565
98.35,95.29839431783665
350.55,348.0785397154623
483.8,488.0291359225651
216.05,206.22996968399482
663.2,650.5056846241016
77.45,70.37500120315269
333.95,333.29432255725305
796.6,790.7060142291471
328.85,308.4708228017462
736.1,721.9793831153095
444.55,437.08352274224933
185.6,191.74543260331677
272.1,273.25841369182206
194.9,193.94308650521276
350.75,344.931898901384
144.3,143.6967268391366
245.8,246.78667350989326
135.35,135.6553114253809
809.4,792.0545745780379
304.7,298.7811669615685
783.65,780.0174247971985
431.5,432.63826825886883
434.75,433.38746845269696
161.85,159.52982426870534
629.25,633.2241334864651
645.45,646.959470373315
151.2,153.68606275684562
607.35,611.6971145838022
476.8,469.44897111562636
314.55,318.260372001101
300.7,289.5410312376877
393.8,395.8275654021112
743.35,748.5510166564152
280.15,281.29982910557777
293.15,295.48468610872453
176.15,174.9633482615657
236.25,230.8037360415589
159.3,159.2800908707626
582.9,588.7715886526602
973.55,962.7223787320958
361.75,351.92443404378025
626.55,637.7193346494341
673.25,680.0241722609317
402.2,389.93385721066295
495.35,494.47225758948736
395.25,403.6192474179242
943.6,947.0890680208811
437.0,443.1770176520518
459.3,459.90915531421433
472.85,458.51064828573504
284.8,279.50174864039013
641.05,617.0913559793652
217.85,202.13434195773414
508.45,515.4998096962648
1308.35,1299.3130524793
93.35,98.94450192780033
211.75,214.5710651752818
171.45,172.41606760254993
365.15,364.5109973000936
126.2,134.85616455196418
150.55,151.58830221412666
133.5,133.05808408677655
467.65,466.40222366072516
76.25,75.31972248241868
215.85,216.36914564046944
900.6,902.6365231870761
136.2,146.94326101239204
131.4,133.50760420307347
400.7,409.16332885225273
430.0,425.595786436884
138.75,134.45659111525583
794.05,827.3668770471392
355.6,343.283658474962
216.05,223.7113075399855
347.7,346.2305125706862
318.9,326.5515208127995
185.15,184.05364394668086
653.75,633.573760243585
86.1,81.51311075139819
133.75,134.95605791114122
918.35,908.0307645826391
356.45,343.4334985137276
304.8,282.44860273611425
328.3,323.1551466007784
296.85,318.1604786419239
177.35,183.35439043244125
408.0,401.87111363232515
712.35,697.3057233985683
976.3,1035.2449574946627
140.7,137.40344521097995
113.35,113.42903900847836
470.1,476.79113301514246
459.95,467.05153049537626
521.7,512.6528489597177
613.6,620.3378901526205
381.55,384.4896691355116
102.15,108.2845310108583
122.35,124.71698859548957
525.05,521.6931979652444
402.25,403.7690874566898
410.75,419.1027180903731
463.55,465.4032900689543
588.85,579.681292967545
446.0,436.5341092667753
420.1,405.9167946789973
301.9,291.88852517834925
503.7,490.62636326116944
367.0,368.10715823046877
801.25,789.7570273169647
120.35,129.8115499135211
366.05,361.06467640848393
472.55,461.30766234269356
902.15,880.2604107314081
374.65,380.1443080113081
271.15,269.26267932473843
752.55,789.2575605210793
302.8,314.3645309931945
82.95,90.203832999805
75.65,76.36860275377808
643.7,640.9658688226896
376.5,377.746867391058
155.95,161.2779580543044
418.05,419.0527714107846
558.45,549.8631252531836
76.45,74.17094885188209
604.3,598.8108712499577
129.6,130.96032354405764
489.6,497.6188984035657
202.4,203.83252906374466
129.25,129.01240304010446
471.15,471.19710490122543
217.4,214.07159837939636
442.3,443.2269643316403
682.2,670.0348363432228
268.45,271.5602265858115
551.5,559.1532076566531
541.85,532.2319473584273
162.4,163.02609183990347
402.4,399.2738862937208
286.45,290.04049803357316
697.5,673.5311039144209
297.35,300.2296206696363
899.5,897.2422817915133
463.2,472.39582521135054
314.45,332.6450157226019
98.25,99.8934888399827
671.55,653.102911962706
380.4,385.4386560476939
420.65,417.10485090683136
587.4,588.6217486138946
408.65,397.1261790714134
132.65,132.3088838929483
437.6,432.4884282201032
317.95,321.70669289271063
113.05,105.08794351719138
307.8,309.96922318940256
156.2,157.13238364845517
189.3,189.14820526471246
82.15,81.01364395551275
225.45,228.95570889678274
593.6,580.6302798797274
565.1,570.6409439620184
75.5,78.4164166169084
78.5,92.75111365882083
632.8,621.9361838994539
356.1,355.4207016149784
377.8,390.83289744325674
390.25,386.2877496006991
336.9,334.39314950820096
426.85,425.595786436884
68.95,71.1741480765694
688.15,690.6128683337031
393.85,400.0730331671375
620.65,648.4079240813827
1073.6,1111.613430585548
408.35,393.62991150021526
411.35,416.7552241497115
144.2,144.4459270329648
906.9,911.1774053967174
523.55,532.2818940380158
344.9,344.43243210549855
369.9,372.702252752615
503.65,500.5158058197013
414.8,423.7477592921078
287.3,303.62599488165733
183.25,183.7539638691496
703.85,711.3906870425378
441.55,430.9400811528583
275.6,278.8024951261506
546.25,535.8780549683911
211.0,215.91962552417252
423.6,420.3014384004982
284.05,289.34124451933354
500.15,499.51687222793043
651.05,649.2070709547995
756.15,750.6987238787227
1196.05,1194.025451906647
132.4,133.30781748471924
837.0,820.024715147623
179.15,180.5573763754827
289.25,291.03943162534404
801.4,797.4987626531893
164.1,158.4809439973459
398.1,408.01455522171614
410.15,411.2610893949716
1080.45,1084.4923835689683
445.1,440.57979031344746
464.6,460.20883539174554
158.55,160.27902446253347
900.65,892.797027308133
181.8,183.90380390791523
432.85,428.992160648905
799.9,813.2819134031695
271.05,277.10430802014
433.4,429.3917340856134
169.5,170.0685736618883
930.6,917.1710069473429
89.55,92.50138026087814
420.9,419.00282473119603
158.0,149.24080827346512
370.85,374.30054649944833
179.9,180.5573763754827
79.2,81.11353731468984
191.3,186.85065800363938
866.8,892.2975605122474
929.5,900.1891358872376
423.15,434.5861887628221
75.7,76.61833615172077
150.6,156.0335566975072
341.95,332.34533564507063
105.05,106.83607730279044
338.35,349.3272067051759
619.15,624.9329846747667
388.0,388.9848702984806
138.65,139.7509391516416
176.4,172.2662275637843
470.85,479.98772050880933
439.3,424.54690616552455
613.9,620.0881567546778
117.25,111.9306386208221
1157.65,1173.4474199161668
1008.5,1012.6690583206406
461.45,460.2587820713341
1301.1,1300.2620393914822
126.0,127.31421593409385
297.95,290.29023143151585
481.8,467.25131721373043
830.55,806.3892716199503
295.8,294.73548591489634
878.5,883.8066249821949
569.95,575.2360384841644
179.55,182.05577676313905
323.25,328.7491747146954
148.4,148.9411281959338
411.5,412.3599163459196
447.05,470.24811798904307
196.6,213.97170502021928
791.35,793.4031349269286
503.6,503.76233999295675
531.0,524.7399454201455
523.0,508.85690131098835
307.75,305.27423530807937
295.0,284.5963099584218
180.2,182.45535019984743
376.15,367.15817131828646
623.55,622.3357573361624
482.05,464.45430315677186
87.4,89.30479276721127
420.9,404.11871421380965
145.55,149.69032838976204
709.65,716.8348751176892
316.65,319.4590923112261
172.8,177.81030899811273
126.3,123.71805500371863
182.55,184.5031640629778
478.25,494.47225758948736
184.7,186.00156445063413
559.65,569.2923836131276
681.7,678.8254519508066
126.2,126.61496241985424
343.6,343.0838717566078
133.65,138.4523254823394
404.95,431.6393346670979
481.5,482.0355343719397
152.25,150.83910202029853
352.45,354.1220879456762
791.05,797.3489226144236
125.75,126.61496241985424
196.85,182.60519023861306
166.55,168.86985335176325
476.0,476.5413996171998
165.0,164.02502543167435
1301.1,1305.306654029925
479.5,480.7868673822261
1049.35,1068.5593927802224
451.2,456.91235453890164
754.0,769.7284088019583
481.5,480.0376671883979
166.3,157.73174380351776
157.1,153.9357961547883
370.15,363.61195706749976
659.0,662.6926744437067
886.6,896.7927616752165
732.4,719.5319958154707
276.6,269.31262600432706
984.0,1009.772150904505
480.9,480.28740058634065
161.55,170.6679338169509
465.0,467.5509972912617
352.75,345.6810990952122
634.25,624.4834645584698
95.0,103.2898630520038
652.0,644.1125096367679
366.3,372.6523060730264
977.4,949.7362420390741
235.95,237.09701766971557
553.8,559.7525678117155
419.05,422.24935890445147
217.7,216.81866575676634
304.9,307.97135600586074
421.8,413.55863665604465
879.45,910.9776186783632
503.8,484.63276171054406
864.3,879.6111038967571
1024.55,1020.6105803752193
789.55,804.7909778731168
414.5,409.4130622501954
703.15,682.9710263566558
234.65,227.9068286254233
1048.3,1006.1260432945413
767.15,749.2502701706549
424.25,423.09845245745674
521.75,512.7027956393063
447.1,450.069659435271
484.3,480.0376671883979
136.4,130.4608567481722
550.2,539.9736826946518
512.0,493.8728974344249
906.35,877.9129167907465
114.2,126.16544230355737
755.7,741.8581615915502
463.2,460.50851546927686
722.9,712.8890874301942
438.35,447.92195221296356
399.2,390.3833773269598
459.2,463.2555828466468
786.05,779.517958001313
631.4,620.5376768709747
428.75,436.683949305541
261.55,267.31475882078524
485.4,489.87716306734126
1163.1,1224.5928198148365
576.55,584.2264408101025
320.3,329.74810830646635
260.0,259.07355668867535
507.5,497.0195382485032
821.2,838.0554664790877
499.95,492.32455036718
122.8,123.31848156701022
134.05,145.8943807410326
482.05,505.31068706020164
508.85,496.47012477302917
289.75,288.64199100509387
270.1,276.35510782631184
228.25,248.0353404996069
99.2,101.1921025092849
142.95,140.0006725495843
393.4,408.1144485808933
69.85,75.31972248241868
426.45,422.19941222486295
1085.2,1086.290464034156
1087.7,1097.7282536599325
370.75,375.94878692587037
257.95,252.3807016238103
356.25,348.4281664725821
832.4,809.1862856769087
157.5,182.55524355902452
120.9,122.36949465482792
177.65,179.20881602659202
929.95,903.4856167400815
219.1,219.41589309537065
464.1,461.6073424202249
221.7,213.17255814680254
110.55,111.48111850452517
95.85,97.94556833602951
706.55,715.885888205507
179.5,185.8517244118685
396.1,396.3769788775852
813.45,834.509252228301
516.55,517.1480501226868
345.95,335.84160321626877
199.4,196.49036716422856
173.9,175.11318830033133
1014.85,1032.3480500785274
689.15,702.5001780757768
417.55,433.03784169557713
424.25,423.7477592921078
999.5,1000.7318018989785
183.65,180.95694981219108
179.1,183.60412383038397
104.8,102.99018297447248
531.85,521.6931979652444
370.4,383.7404689416834
327.95,328.1498145596329
268.7,265.01721155971217
96.35,95.84780779331055
273.35,260.22233031921184
385.3,390.88284412284526
948.5,940.745839713136
783.0,796.3000423430642
318.6,315.71309134208525
75.3,77.76710978225736
331.55,334.24330946943536
390.75,398.17505934277284
537.0,521.9928780427756
426.25,428.6924805713738
139.9,134.7562711927871
690.7,702.0007112798914
440.5,428.7424272509623
605.75,604.6546327618174
712.2,709.3428731794074
962.35,947.0391213412926
504.5,506.4095140111496
284.1,285.6951369093697
525.85,522.5922381978382
488.6,491.87503025088307
736.75,736.513866875576
280.6,289.49108455809915
469.75,455.8634742675422
455.0,460.05899535297993
340.2,341.4855780097744
380.45,376.7479337992871
97.1,92.10180682416973
1136.85,1161.0606433782077
132.8,142.69779324736572
485.0,480.0376671883979
494.35,492.87396384265395
1252.2,1245.4705318828483
752.1,730.1706385678308
331.1,334.7427762653208
532.25,551.4114723204286
282.5,299.6802071941623
353.95,350.0264602194156
881.45,882.6079046720697
478.75,476.6912396559654
275.25,272.2095334204626
927.85,927.4100762629945
444.65,445.27477819477065
465.85,468.4500375238555
272.65,271.2605465082803
1148.85,1166.404938094182
604.05,607.8512202554843
123.85,121.22072102429144
472.15,469.5488644748035
682.4,686.4173472482655
72.4,69.07638753385055
163.45,152.4873424467205
162.75,163.12598519908056
409.1,408.56396869719015
100.55,98.69476852985764
395.25,366.8584912407552
298.2,306.52290229779294
490.9,508.0078077579831
170.95,166.42246605192452
446.75,441.2290971480985
287.3,292.1882052558806
317.25,298.5813802432143
131.5,129.91144327269825
375.1,392.73087126762147
519.05,505.46052709896725
449.7,443.1770176520518
417.7,419.6021848862586
281.65,298.2317534860945
124.05,117.82434681227028
139.7,143.34710008201677
435.4,438.3321897319629
453.65,448.421419008849
90.5,89.15495272844555
767.3,775.1725968771098
143.8,143.5968334799595
609.4,637.51954793108
242.6,238.09595126148645
74.65,80.91375059633572
95.35,95.24844763824808
132.5,132.90824404801089
370.25,372.802146111792
193.45,179.45854942453474
131.75,132.8083506888338
157.75,157.8815838422833
739.65,732.4681858289039
87.1,91.30265995075302
759.5,766.7815547062341
317.95,317.46122512768426
413.8,411.1611960357945
422.35,421.60005206980037
400.3,399.72340641001773
722.5,730.3704252861849
1002.6,993.1399066015196
122.5,124.1675751200155
311.85,324.0541868333722
100.55,99.64375544204
167.4,169.4192668272372
389.65,388.38551014341806
192.5,192.34479275837933
518.9,525.3892522547967
424.3,428.8423206101394
98.75,96.94663474425857
80.9,84.36007148794528
80.0,83.16135117782022
326.35,302.9267413674177
476.1,480.7868673822261
170.5,158.13131724022605
94.8,95.99764783207627
451.0,465.05366331183444
405.4,413.2090098989249
401.35,389.6841238127202
625.05,625.1327713931208
94.85,93.00084705676358
311.85,309.96922318940256
869.3,849.8428828619844
432.1,433.2875750935199
186.05,195.59132693163474
528.95,535.9779483275681
534.45,540.72288288848
415.95,421.5001587106233
503.1,465.80286350566263
313.6,309.17007631598585
276.0,268.96299924720716
633.7,646.3601102182524
288.55,272.55916017758244
277.05,264.1181713271184
341.3,354.471714702796
131.35,130.96032354405764
306.0,306.2232222202617
437.15,433.7870418894053
269.7,272.70900021634804
181.35,182.65513691820163
703.0,662.9923545212379
570.35,569.142543574362
1159.3,1162.409203727098
129.4,138.1026987252195
497.75,502.1640462461233
702.7,694.9582294579066
565.0,560.2020879280125
770.1,756.2428053130511
153.25,166.92193284780996
425.45,429.8412542019103
729.0,718.0335954278144
237.5,240.19371180420535
691.3,708.2440462284595
270.95,269.26267932473843
127.2,132.15904385418276
446.65,448.7710457659688
327.7,330.59720185947157
466.35,464.8039299138917
166.2,166.57230609069012
403.15,398.77441949783537
957.7,972.561874611039
191.4,191.94521932167098
336.05,329.2985881901694
407.5,407.61498178500784
161.4,161.72747817060133
433.2,423.4980258941651
603.0,607.9011669350729
522.15,519.8451708204682
537.05,532.0821073196618
416.05,422.848719059514
157.3,156.33323677503847
482.1,483.5838814391846
409.7,411.760556190857
834.05,839.8535469442754
615.0,618.8394897649642
135.2,130.4109100685837
135.65,136.05488486208924
230.9,234.59968369028832
508.85,493.9727907936019
88.85,86.95729882654962
521.45,518.446663791989
1014.95,1002.0803622478692
273.7,275.70580099166074
1114.25,1068.4594994210452
975.65,985.7477980224149
408.4,415.4066638008208
763.1,748.9505900931237
461.0,457.0122478980787
172.3,173.61478791267498
708.45,702.8997515124852
142.7,136.70419169674034
186.5,184.2034839854465
412.25,406.5161548340598
382.95,380.59382812760504
762.75,813.1320733644038
343.95,353.6725678293793
237.6,237.99605790230936
172.0,172.56590764131556
427.85,433.2376284139313
69.05,68.6768140971422
152.95,155.33430318326754
645.0,645.9105901019554
222.8,226.05880148064713
163.6,169.06964007011743
82.6,83.11140449823165
644.8,660.7447539397533
277.45,286.9438038990834
951.35,927.1603428650518
425.15,429.7413608427332
566.0,508.30748783551434
247.65,257.02574282554497
646.5,652.7033385259977
133.5,133.70739092142765
283.35,288.19247088879695
1192.75,1198.8203331471475
386.6,388.934923618892
218.9,229.80480244978799
474.9,468.3501441646784
773.35,800.1958833509707
326.0,315.76303802167376
468.3,473.2449187643558
443.55,442.47776413781213
162.85,163.2258785582577
548.7,557.5049672302309
137.25,134.90611123155276
495.0,476.99091973349664
122.8,131.80941709706286
264.6,267.31475882078524
682.25,679.874332222166
556.1,544.8185106147407
339.75,353.27299439267097
162.0,157.43206372598644
154.35,151.2886221365954
397.9,399.3238329733094
426.4,426.3949333103007
862.85,845.497521737781
680.75,673.9806240307178
374.7,374.84995997492234
623.0,620.0382100750892
109.05,109.43330464139478
333.35,325.60253390061706
293.15,296.28383298214123
1182.4,1235.9307160814365
399.15,400.0730331671375
126.9,124.51720187713539
465.5,458.7603816836778
486.1,483.0344679637106
451.35,453.91555376358895
637.1,639.2177350370905
724.6,694.9582294579066
416.7,419.2525581291388
115.45,111.18143842699385
598.9,602.9064989762184
164.1,165.6233191785078
507.45,507.45839428250906
133.25,133.30781748471924
150.45,154.78488970779352
397.65,404.71807436887224
73.7,71.62366819286632
391.0,384.73940253345427
389.0,389.2845503760118
105.35,109.48325132098336
412.7,411.9103962296227
737.1,771.3267025487917
185.1,191.29591248701985
509.8,520.6942643734735
377.6,392.6309779084443
559.7,567.8938765846484
175.45,172.3161742433728
740.8,735.8645600409249
284.25,287.6930040929115
715.2,715.885888205507
716.3,710.9911136058295
205.1,210.12581069190134
402.1,402.96994058327317
730.6,749.9994703644832
591.4,603.2061790537496
807.3,801.4944970202728
960.55,961.8732851790905
121.6,130.16117667064094
504.0,497.5190050443886
985.9,992.8901732035768
154.7,156.1833967362728
127.95,134.7562711927871
861.7,841.2520539727545
404.1,407.4651417462422
121.8,124.86682863425517
171.9,167.07177288657562
671.8,659.7957670275711
177.8,179.3087093857691
911.1,928.0593830976457
1006.7,956.8286705406474
779.05,799.1470030796113
590.8,595.4644437175251
338.35,342.23477820360256
188.8,194.39260662150969
461.6,481.98558769235115
154.55,157.6817971239292
586.55,572.7886511843258
89.55,87.5566589816122
174.9,180.15780293877438
591.6,584.9256943243422
159.05,157.58190376475204
68.3,70.2751078439756
182.85,182.60519023861306
445.0,460.00904867339136
413.15,417.4544776639512
390.9,375.24953341163075
719.5,724.2269836967939
456.95,471.2969982604026
835.8,847.0958154846144
619.45,609.2996739635521
207.75,214.32133177733908
296.3,293.5367656047713
464.75,446.5234451844843
979.8,964.4205658381062
842.2,854.0883506270106
104.75,96.04759451166478
425.1,415.55650383958647
448.05,440.629736993036
799.45,787.8091068130116
738.6,726.3746909191013
58.8,61.4844922363917
60.45,59.336785014084285
318.75,319.9585591071115
297.05,296.63345973926107
457.85,457.9112881306726
131.5,137.65317860892264
1253.3,1290.072916755419
246.2,247.3860336649558
398.1,399.9231931283719
150.0,154.88478306697067
307.45,306.0234355019075
181.45,185.10252421804032
681.55,680.2239589792858
127.7,129.61176319516693
694.5,691.1123351295885
93.25,78.61620333526258
383.15,381.7925484377301
311.5,308.62066284051184
178.15,183.45428379161834
719.45,739.9102410875969
494.65,475.84214610296016
440.9,430.9400811528583
133.1,131.01027022364622
274.5,271.6601199449886
131.9,133.50760420307347
145.45,141.54901961682918
448.7,432.58832157928026
409.8,406.6160481932369
261.6,267.76427893708217
301.9,306.9224757345013
313.05,318.75983879698646
83.6,81.51311075139819
189.8,190.6466056523688
779.8,746.2035227157537
144.25,138.30248544357374
727.15,733.7168528186176
143.2,143.19726004325116
289.4,299.380527116631
129.05,130.2111233502295
1102.95,1102.323348182079
151.2,151.33856881618397
899.35,904.6843370502066
376.55,378.6459076236518
875.05,904.634390370618
670.25,674.5799841857803
286.9,285.4953501910155
562.05,565.6462760031638
500.15,497.76873844233137
83.9,93.70010057100313
377.6,376.3983070421673
432.0,433.2875750935199
512.8,502.2639396053004
91.35,94.79892752195121
619.05,617.540876095662
111.45,113.47898568806693
230.95,222.2628538319177
288.45,292.7376187313546
385.7,393.5300181410381
164.8,166.27262601315886
184.5,186.45108456693103
749.2,769.9281955203126
491.05,493.9228441140134
157.7,156.8327035709239
459.9,459.95910199380285
319.75,317.7609052052156
423.65,405.067701125992
262.3,269.6622527614468
363.75,364.8106773776248
637.85,647.2092037712576
71.05,68.62686741755363
411.35,418.65319797407625
330.95,341.1858979322431
354.2,350.7257137336552
297.6,299.6802071941623
125.9,126.41517570150006
253.55,245.6878465589453
172.8,172.0664408454301
75.15,74.5705222885905
318.75,318.95962551534063
816.25,830.5135178612175
491.65,489.42764295104433
854.25,845.048001621484
82.5,84.75964492465363
124.3,123.21858820783325
267.05,269.26267932473843
295.25,287.5431640541459
303.95,306.97242241408986
778.05,782.4648120970372
470.5,453.66582036564625
152.65,151.08883541824127
433.15,433.33752177310845
101.4,104.23884996418616
420.25,398.5246860998926
1237.35,1208.5099889873252
135.0,136.80408505591737
150.95,158.3810506381688
139.55,139.6010991128759
726.6,739.6605076896542
428.5,435.73496239335856
394.5,393.5300181410381
140.4,136.25467158044347
481.65,493.9727907936019
385.4,379.94452129295394
445.85,445.92408502942175
375.45,395.92745876128834
196.15,196.49036716422856
282.0,288.79183104385953
386.45,392.78081794721
211.55,205.13114273304683
426.95,433.2875750935199
413.4,414.10805013151867
497.95,517.9471969961036
186.15,178.5095625123524
525.35,527.7367461954583
135.1,124.667041915901
357.5,356.669368604692
492.0,480.6370273434605
293.15,295.78436618625585
132.8,132.5586172908911
206.0,199.8867413762496
449.2,459.7093685958601
444.25,457.0122478980787
174.7,180.30764297753998
357.45,363.4121703491456
951.85,954.5311232795743
335.7,339.9372309425295
535.9,535.1788014541515
353.35,343.73317859125893
770.05,774.9228634791671
906.7,940.8956797519016
431.5,445.02504479682796
553.05,558.4040074628249
101.25,103.98911656624341
68.4,71.9732949499861
504.65,507.15871420497774
510.75,511.10450189247285
108.6,101.94130270311308
72.6,72.17308166834033
1166.45,1205.0636680957155
167.1,167.97081311916946
123.3,122.469388014005
617.65,609.199780604375
160.6,164.87411898467963
822.35,832.5613317243477
401.05,402.3206337486221
505.45,507.0588208458007
130.7,124.8168819546666
275.7,277.65372149561404
404.6,435.1356022382961
154.4,170.867720535305
483.95,488.1789759613307
374.9,374.1507064606827
519.75,519.7452774612912
161.6,169.46921350682578
1009.15,1004.1281761109994
130.35,130.16117667064094
560.15,553.8588596202673
294.2,298.3316468452716
307.45,306.52290229779294
452.85,438.68181648908273
963.3,950.2357088349596
79.95,81.21343067386692
569.05,564.2477689746845
286.55,318.4102120398666
306.15,300.47935406757904
637.65,621.2369303852144
71.15,70.47489456232978
645.2,641.0657621818667
173.6,179.20881602659202
414.75,414.85725032534685
941.35,937.449358860292
506.35,512.3032222025979
98.3,97.94556833602951
275.45,271.8599066633428
256.05,274.15745392441585
280.55,274.55702736112426
149.3,150.33963522441303
74.6,76.01897599665824
70.15,71.1741480765694
309.75,310.16900990775673
306.2,304.325248395897
222.0,229.00565557637128
383.75,393.77975153898086
300.6,276.35510782631184
480.5,481.18644081893444
272.45,280.80036230969233
307.7,314.66421107072574
440.0,446.82312526201554
142.8,143.19726004325116
739.9,740.6594412814252
139.9,146.14411413897534
279.6,262.96939769658184
378.85,388.48540350259515
108.5,104.93810347842577
1249.5,1260.5044824390002
780.35,759.4393928067182
176.35,180.60732305507128
305.4,295.8842595454329
518.8,525.1894655364425
192.25,192.8442595542648
400.5,403.6192474179242
800.0,848.6441625518592
462.15,454.36507387988587
406.7,395.92745876128834
683.85,684.1697466667808
745.3,766.6317146674685
124.6,131.55968369912017
182.7,182.15567012231617
291.1,301.2285542614072
536.0,531.3828538054221
730.65,730.4203719657735
751.0,774.3734500036929
157.05,159.03035747281984
1069.05,1146.3763195791753
259.9,266.71539866572266
301.1,280.35084219339547
492.75,494.6220976282531
98.25,99.39402204409726
184.45,185.50209765474867
516.15,507.7580743600403
157.6,166.97187952739853
285.25,282.69833613405706
924.3,933.3537311340312
432.4,430.6903477549156
137.9,127.51400265244808
510.8,515.1002362595565
135.1,147.19299441033473
453.45,453.51598032688054
233.3,246.1873133548307
